Country/Area,Technology,Grid Connection,Year,Heat Generation (TJ)
Croatia,Oil,Combined Heat and Power (CHP),2004,1562.0
Croatia,Oil,Combined Heat and Power (CHP),2005,3157.0
Croatia,Oil,Combined Heat and Power (CHP),2006,2713.0
Croatia,Oil,Combined Heat and Power (CHP),2007,1516.0
Croatia,Oil,Combined Heat and Power (CHP),2008,1914.0
Croatia,Oil,Combined Heat and Power (CHP),2009,2811.0
Croatia,Oil,Combined Heat and Power (CHP),2010,1753.0
Croatia,Oil,Combined Heat and Power (CHP),2011,1351.0
Croatia,Oil,Combined Heat and Power (CHP),2012,686.0
Croatia,Oil,Combined Heat and Power (CHP),2013,453.0
Croatia,Oil,Combined Heat and Power (CHP),2014,606.0
Croatia,Oil,Combined Heat and Power (CHP),2015,811.0
Croatia,Oil,Combined Heat and Power (CHP),2017,525.2
Croatia,Oil,Combined Heat and Power (CHP),2019,3.4
Croatia,Oil,Combined Heat and Power (CHP),2022,209.0
Croatia,Natural gas,Heat (Commercial),2000,1481.0
Croatia,Natural gas,Heat (Commercial),2001,2089.0
Croatia,Natural gas,Heat (Commercial),2002,1925.0
Croatia,Natural gas,Heat (Commercial),2003,1967.0
Croatia,Natural gas,Heat (Commercial),2004,1757.0
Croatia,Natural gas,Heat (Commercial),2005,1959.0
Croatia,Natural gas,Heat (Commercial),2006,1681.0
Croatia,Natural gas,Heat (Commercial),2007,1846.0
Croatia,Natural gas,Heat (Commercial),2008,2112.0
Croatia,Natural gas,Heat (Commercial),2009,2044.0
Croatia,Natural gas,Heat (Commercial),2010,2149.0
Croatia,Natural gas,Heat (Commercial),2011,2032.0
Croatia,Natural gas,Heat (Commercial),2012,2084.0
Croatia,Natural gas,Heat (Commercial),2013,2348.0
Croatia,Natural gas,Heat (Commercial),2014,1914.0
Croatia,Natural gas,Heat (Commercial),2015,2014.0
Croatia,Natural gas,Heat (Commercial),2016,2067.0
Croatia,Natural gas,Heat (Commercial),2017,1546.1
Croatia,Natural gas,Heat (Commercial),2018,1548.5
Croatia,Natural gas,Heat (Commercial),2019,1509.2
Croatia,Natural gas,Heat (Commercial),2020,1545.6
Croatia,Natural gas,Heat (Commercial),2021,1623.8
Croatia,Natural gas,Heat (Commercial),2022,1366.0
Croatia,Natural gas,Combined Heat and Power (CHP),2000,6264.0
Croatia,Natural gas,Combined Heat and Power (CHP),2001,7271.0
Croatia,Natural gas,Combined Heat and Power (CHP),2002,7341.0
Croatia,Natural gas,Combined Heat and Power (CHP),2003,6945.0
Croatia,Natural gas,Combined Heat and Power (CHP),2004,7999.0
Croatia,Natural gas,Combined Heat and Power (CHP),2005,6690.0
Croatia,Natural gas,Combined Heat and Power (CHP),2006,6175.0
Croatia,Natural gas,Combined Heat and Power (CHP),2007,7160.0
Croatia,Natural gas,Combined Heat and Power (CHP),2008,7072.0
Croatia,Natural gas,Combined Heat and Power (CHP),2009,5884.0
Croatia,Natural gas,Combined Heat and Power (CHP),2010,7595.0
Croatia,Natural gas,Combined Heat and Power (CHP),2011,7614.0
Croatia,Natural gas,Combined Heat and Power (CHP),2012,8065.0
Croatia,Natural gas,Combined Heat and Power (CHP),2013,8302.0
Croatia,Natural gas,Combined Heat and Power (CHP),2014,7030.0
Croatia,Natural gas,Combined Heat and Power (CHP),2015,7181.0
Croatia,Natural gas,Combined Heat and Power (CHP),2016,7884.0
Croatia,Natural gas,Combined Heat and Power (CHP),2017,8310.7
Croatia,Natural gas,Combined Heat and Power (CHP),2018,8161.1
Croatia,Natural gas,Combined Heat and Power (CHP),2019,7923.8
Croatia,Natural gas,Combined Heat and Power (CHP),2020,8318.6
Croatia,Natural gas,Combined Heat and Power (CHP),2021,9060.75
Croatia,Natural gas,Combined Heat and Power (CHP),2022,8233.4
Cyprus,Biogas,Combined Heat and Power (CHP),2009,4.0
Cyprus,Biogas,Combined Heat and Power (CHP),2010,5.0
Cyprus,Biogas,Combined Heat and Power (CHP),2011,31.0
Cyprus,Biogas,Combined Heat and Power (CHP),2012,31.0
Cyprus,Biogas,Combined Heat and Power (CHP),2013,42.0
Cyprus,Biogas,Combined Heat and Power (CHP),2014,45.0
Cyprus,Biogas,Combined Heat and Power (CHP),2015,51.0
Cyprus,Biogas,Combined Heat and Power (CHP),2016,50.0
Cyprus,Biogas,Combined Heat and Power (CHP),2017,53.89
Cyprus,Biogas,Combined Heat and Power (CHP),2018,53.85
Cyprus,Biogas,Combined Heat and Power (CHP),2019,51.472
Cyprus,Biogas,Combined Heat and Power (CHP),2020,37.117
Cyprus,Biogas,Combined Heat and Power (CHP),2021,37.182
Cyprus,Biogas,Combined Heat and Power (CHP),2022,40.151
Czechia,Solid biofuels,Heat (Commercial),2000,285.0
Czechia,Solid biofuels,Heat (Commercial),2001,288.0
Czechia,Solid biofuels,Heat (Commercial),2002,286.0
Czechia,Solid biofuels,Heat (Commercial),2003,377.0
Czechia,Solid biofuels,Heat (Commercial),2004,491.0
Czechia,Solid biofuels,Heat (Commercial),2005,437.0
Czechia,Solid biofuels,Heat (Commercial),2006,514.0
Czechia,Solid biofuels,Heat (Commercial),2007,718.0
Czechia,Solid biofuels,Heat (Commercial),2008,805.0
Czechia,Solid biofuels,Heat (Commercial),2009,850.0
Czechia,Solid biofuels,Heat (Commercial),2010,903.0
Czechia,Solid biofuels,Heat (Commercial),2011,1223.0
Czechia,Solid biofuels,Heat (Commercial),2012,936.0
Czechia,Solid biofuels,Heat (Commercial),2013,1011.0
Czechia,Solid biofuels,Heat (Commercial),2014,904.0
Czechia,Solid biofuels,Heat (Commercial),2015,1255.0
Czechia,Solid biofuels,Heat (Commercial),2016,956.0
Czechia,Solid biofuels,Heat (Commercial),2017,1338.28
Czechia,Solid biofuels,Heat (Commercial),2018,1363.13
Czechia,Solid biofuels,Heat (Commercial),2019,1590.46
Czechia,Solid biofuels,Heat (Commercial),2020,1683.93
Czechia,Solid biofuels,Heat (Commercial),2021,2130.05
Czechia,Solid biofuels,Heat (Commercial),2022,1827.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2000,2934.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2001,3074.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2002,3075.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2003,5175.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2004,5590.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2005,1757.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2006,1067.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2007,960.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2008,1097.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2009,1237.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2010,1555.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2011,1765.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2012,2008.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2013,3992.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2014,4917.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2015,5159.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2016,5771.0
Czechia,Solid biofuels,Combined Heat and Power (CHP),2017,5822.57
Czechia,Solid biofuels,Combined Heat and Power (CHP),2018,5417.22
Czechia,Solid biofuels,Combined Heat and Power (CHP),2019,6091.39
Czechia,Solid biofuels,Combined Heat and Power (CHP),2020,7280.48
Czechia,Solid biofuels,Combined Heat and Power (CHP),2021,8361.62
Czechia,Solid biofuels,Combined Heat and Power (CHP),2022,7472.89
Czechia,Renewable municipal waste,Heat (Commercial),2000,732.0
Czechia,Renewable municipal waste,Heat (Commercial),2001,660.0
Czechia,Renewable municipal waste,Heat (Commercial),2002,710.0
Czechia,Renewable municipal waste,Heat (Commercial),2003,730.0
Czechia,Renewable municipal waste,Heat (Commercial),2004,726.0
Czechia,Renewable municipal waste,Heat (Commercial),2005,713.0
Czechia,Renewable municipal waste,Heat (Commercial),2006,746.0
Czechia,Renewable municipal waste,Heat (Commercial),2007,739.0
Czechia,Renewable municipal waste,Heat (Commercial),2008,742.0
Czechia,Renewable municipal waste,Heat (Commercial),2009,718.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2000,753.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2001,743.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2002,829.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2003,800.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2004,792.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2005,766.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2006,778.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2007,816.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2008,763.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2009,685.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2010,1058.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2011,1414.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2012,1504.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2013,1487.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2014,1570.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2015,1562.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2016,1501.0
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2017,1698.15
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2018,1681.62
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2019,1647.52
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2020,1776.65
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2021,1681.96
Czechia,Renewable municipal waste,Combined Heat and Power (CHP),2022,1507.17
Czechia,Biogas,Heat (Commercial),2000,74.0
Czechia,Biogas,Heat (Commercial),2001,71.0
Czechia,Biogas,Heat (Commercial),2002,71.0
Czechia,Biogas,Heat (Commercial),2003,11.0
Czechia,Biogas,Heat (Commercial),2004,15.0
Czechia,Biogas,Heat (Commercial),2005,12.0
Czechia,Biogas,Heat (Commercial),2006,14.0
Czechia,Biogas,Heat (Commercial),2019,0.039
Czechia,Biogas,Heat (Commercial),2020,0.318
Czechia,Biogas,Heat (Commercial),2021,0.507
Czechia,Biogas,Heat (Commercial),2022,3.369
Czechia,Biogas,Combined Heat and Power (CHP),2000,310.0
Czechia,Biogas,Combined Heat and Power (CHP),2001,326.0
Czechia,Biogas,Combined Heat and Power (CHP),2002,315.0
Czechia,Biogas,Combined Heat and Power (CHP),2003,83.0
Czechia,Biogas,Combined Heat and Power (CHP),2004,90.0
Czechia,Biogas,Combined Heat and Power (CHP),2005,91.0
Czechia,Biogas,Combined Heat and Power (CHP),2006,80.0
Czechia,Biogas,Combined Heat and Power (CHP),2007,129.0
Czechia,Biogas,Combined Heat and Power (CHP),2008,161.0
Czechia,Biogas,Combined Heat and Power (CHP),2009,175.0
Czechia,Biogas,Combined Heat and Power (CHP),2010,256.0
Czechia,Biogas,Combined Heat and Power (CHP),2011,303.0
Czechia,Biogas,Combined Heat and Power (CHP),2012,365.0
Czechia,Biogas,Combined Heat and Power (CHP),2013,487.0
Czechia,Biogas,Combined Heat and Power (CHP),2014,565.0
Czechia,Biogas,Combined Heat and Power (CHP),2015,623.0
Czechia,Biogas,Combined Heat and Power (CHP),2016,600.0
Czechia,Biogas,Combined Heat and Power (CHP),2017,718.384
Czechia,Biogas,Combined Heat and Power (CHP),2018,731.075
Czechia,Biogas,Combined Heat and Power (CHP),2019,712.506
Czechia,Biogas,Combined Heat and Power (CHP),2020,709.993
Czechia,Biogas,Combined Heat and Power (CHP),2021,737.557
Czechia,Biogas,Combined Heat and Power (CHP),2022,781.612
Czechia,Other renewable energy,Heat (Commercial),2007,85.0
Czechia,Other renewable energy,Heat (Commercial),2008,94.0
Czechia,Other renewable energy,Heat (Commercial),2009,95.0
Czechia,Other renewable energy,Heat (Commercial),2010,94.0
Czechia,Other renewable energy,Heat (Commercial),2011,77.0
Czechia,Other renewable energy,Heat (Commercial),2012,80.0
Czechia,Other renewable energy,Heat (Commercial),2013,69.0
Czechia,Other renewable energy,Heat (Commercial),2014,77.0
Czechia,Other renewable energy,Heat (Commercial),2015,68.0
Czechia,Other renewable energy,Heat (Commercial),2016,60.0
Czechia,Other renewable energy,Heat (Commercial),2017,89.0
Czechia,Other renewable energy,Heat (Commercial),2018,95.0
Czechia,Other renewable energy,Heat (Commercial),2019,109.281
Czechia,Other renewable energy,Heat (Commercial),2020,104.625
Czechia,Other renewable energy,Heat (Commercial),2021,117.986
Czechia,Other renewable energy,Heat (Commercial),2022,95.211
Czechia,Coal and peat,Heat (Commercial),2000,8897.0
Czechia,Coal and peat,Heat (Commercial),2001,9275.0
Czechia,Coal and peat,Heat (Commercial),2002,9043.0
Czechia,Coal and peat,Heat (Commercial),2003,8511.0
Czechia,Coal and peat,Heat (Commercial),2004,6023.0
Czechia,Coal and peat,Heat (Commercial),2005,4666.0
Czechia,Coal and peat,Heat (Commercial),2006,6051.0
Czechia,Coal and peat,Heat (Commercial),2007,3063.0
Czechia,Coal and peat,Heat (Commercial),2008,3345.0
Czechia,Coal and peat,Heat (Commercial),2009,3598.0
Czechia,Coal and peat,Heat (Commercial),2010,4116.0
Czechia,Coal and peat,Heat (Commercial),2011,3611.0
Czechia,Coal and peat,Heat (Commercial),2012,2776.0
Czechia,Coal and peat,Heat (Commercial),2013,2744.0
Czechia,Coal and peat,Heat (Commercial),2014,2239.0
Czechia,Coal and peat,Heat (Commercial),2015,2057.0
Czechia,Coal and peat,Heat (Commercial),2016,2034.0
Czechia,Coal and peat,Heat (Commercial),2017,1806.62
Czechia,Coal and peat,Heat (Commercial),2018,1690.64
Czechia,Coal and peat,Heat (Commercial),2019,1690.65
Czechia,Coal and peat,Heat (Commercial),2020,1245.22
Czechia,Coal and peat,Heat (Commercial),2021,1159.28
Czechia,Coal and peat,Heat (Commercial),2022,1230.52
Czechia,Coal and peat,Combined Heat and Power (CHP),2000,82070.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2001,88817.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2002,83182.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2003,85826.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2004,84230.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2005,85043.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2006,82140.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2007,84400.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2008,87761.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2009,79349.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2010,95878.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2011,85463.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2012,85531.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2013,84282.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2014,72568.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2015,73892.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2016,76136.0
Czechia,Coal and peat,Combined Heat and Power (CHP),2017,72546.2
Czechia,Coal and peat,Combined Heat and Power (CHP),2018,68354.1
Czechia,Coal and peat,Combined Heat and Power (CHP),2019,65388.8
Czechia,Coal and peat,Combined Heat and Power (CHP),2020,61014.3
Czechia,Coal and peat,Combined Heat and Power (CHP),2021,64712.2
Czechia,Coal and peat,Combined Heat and Power (CHP),2022,59985.3
Czechia,Oil,Heat (Commercial),2000,3512.0
Czechia,Oil,Heat (Commercial),2001,3633.0
Czechia,Oil,Heat (Commercial),2002,3140.0
Czechia,Oil,Heat (Commercial),2003,2870.0
Czechia,Oil,Heat (Commercial),2004,2772.0
Czechia,Oil,Heat (Commercial),2005,2737.0
Czechia,Oil,Heat (Commercial),2006,2250.0
Czechia,Oil,Heat (Commercial),2007,1883.0
Czechia,Oil,Heat (Commercial),2008,2021.0
Czechia,Oil,Heat (Commercial),2009,1428.0
Czechia,Oil,Heat (Commercial),2010,802.0
Czechia,Oil,Heat (Commercial),2011,590.0
Czechia,Oil,Heat (Commercial),2012,412.0
Czechia,Oil,Heat (Commercial),2013,326.0
Czechia,Oil,Heat (Commercial),2014,246.0
Czechia,Oil,Heat (Commercial),2015,229.0
Czechia,Oil,Heat (Commercial),2016,295.0
Czechia,Oil,Heat (Commercial),2017,214.377
Czechia,Oil,Heat (Commercial),2018,230.975
Czechia,Oil,Heat (Commercial),2019,151.796
Czechia,Oil,Heat (Commercial),2020,161.199
Czechia,Oil,Heat (Commercial),2021,216.384
Czechia,Oil,Heat (Commercial),2022,590.826
Czechia,Oil,Combined Heat and Power (CHP),2000,3705.0
Czechia,Oil,Combined Heat and Power (CHP),2001,3960.0
Czechia,Oil,Combined Heat and Power (CHP),2002,3859.0
Czechia,Oil,Combined Heat and Power (CHP),2003,3824.0
Czechia,Oil,Combined Heat and Power (CHP),2004,3012.0
Czechia,Oil,Combined Heat and Power (CHP),2005,2931.0
Czechia,Oil,Combined Heat and Power (CHP),2006,1656.0
Czechia,Oil,Combined Heat and Power (CHP),2007,1110.0
Czechia,Oil,Combined Heat and Power (CHP),2008,1175.0
Czechia,Oil,Combined Heat and Power (CHP),2009,1419.0
Czechia,Oil,Combined Heat and Power (CHP),2010,1608.0
Czechia,Oil,Combined Heat and Power (CHP),2011,2569.0
Czechia,Oil,Combined Heat and Power (CHP),2012,1932.0
Czechia,Oil,Combined Heat and Power (CHP),2013,1074.0
Czechia,Oil,Combined Heat and Power (CHP),2014,1065.0
Czechia,Oil,Combined Heat and Power (CHP),2015,845.0
Czechia,Oil,Combined Heat and Power (CHP),2016,798.0
Czechia,Oil,Combined Heat and Power (CHP),2017,985.121
Czechia,Oil,Combined Heat and Power (CHP),2018,846.387
Czechia,Oil,Combined Heat and Power (CHP),2019,1034.88
Czechia,Oil,Combined Heat and Power (CHP),2020,772.058
Czechia,Oil,Combined Heat and Power (CHP),2021,1053.25
Czechia,Oil,Combined Heat and Power (CHP),2022,864.123
Czechia,Natural gas,Heat (Commercial),2000,21405.0
Czechia,Natural gas,Heat (Commercial),2001,22768.0
Czechia,Natural gas,Heat (Commercial),2002,22326.0
Czechia,Natural gas,Heat (Commercial),2003,22028.0
Czechia,Natural gas,Heat (Commercial),2004,22622.0
Czechia,Natural gas,Heat (Commercial),2005,22954.0
Czechia,Natural gas,Heat (Commercial),2006,20334.0
Czechia,Natural gas,Heat (Commercial),2007,21255.0
Czechia,Natural gas,Heat (Commercial),2008,21067.0
Czechia,Natural gas,Heat (Commercial),2009,20659.0
Czechia,Natural gas,Heat (Commercial),2010,29390.0
Czechia,Natural gas,Heat (Commercial),2011,25022.0
Czechia,Natural gas,Heat (Commercial),2012,24135.0
Czechia,Natural gas,Heat (Commercial),2013,24501.0
Czechia,Natural gas,Heat (Commercial),2014,20200.0
Czechia,Natural gas,Heat (Commercial),2015,20185.0
Czechia,Natural gas,Heat (Commercial),2016,22765.0
Czechia,Natural gas,Heat (Commercial),2017,22816.0
Czechia,Natural gas,Heat (Commercial),2018,22521.8
Czechia,Natural gas,Heat (Commercial),2019,23032.3
Czechia,Natural gas,Heat (Commercial),2020,22211.8
Czechia,Natural gas,Heat (Commercial),2021,24107.8
Czechia,Natural gas,Heat (Commercial),2022,20556.5
Czechia,Natural gas,Combined Heat and Power (CHP),2000,13468.0
Czechia,Natural gas,Combined Heat and Power (CHP),2001,14534.0
Czechia,Natural gas,Combined Heat and Power (CHP),2002,14372.0
Czechia,Natural gas,Combined Heat and Power (CHP),2003,15851.0
Czechia,Natural gas,Combined Heat and Power (CHP),2004,15733.0
Czechia,Natural gas,Combined Heat and Power (CHP),2005,14542.0
Czechia,Natural gas,Combined Heat and Power (CHP),2006,12733.0
Czechia,Natural gas,Combined Heat and Power (CHP),2007,10694.0
Czechia,Natural gas,Combined Heat and Power (CHP),2008,7426.0
Czechia,Natural gas,Combined Heat and Power (CHP),2009,8042.0
Czechia,Natural gas,Combined Heat and Power (CHP),2010,9267.0
Czechia,Natural gas,Combined Heat and Power (CHP),2011,10198.0
Czechia,Natural gas,Combined Heat and Power (CHP),2012,12415.0
